schema	atelier-codev-readout-v1
surface.17.vd	0
surface.17.surface_type	SPH
surface.17.is_stop	0
surface.17.asphere.K	0
surface.17.asphere.A	0
surface.17.asphere.B	0
surface.17.asphere.C	0
surface.17.asphere.D	0
surface.17.asphere.E	0
surface.17.asphere.F	0
surface.17.asphere.G	0
surface.17.asphere.H	0
surface.17.asphere.J	0
surface.18.radius_y_mm	1.000000e+18
surface.18.thickness_mm	0
surface.18.semi_diameter_mm	3.70124
surface.18.glass	
surface.18.nd	1
surface.18.vd	0
surface.18.surface_type	SPH
surface.18.is_stop	0
surface.18.asphere.K	0
surface.18.asphere.A	0
surface.18.asphere.B	0
surface.18.asphere.C	0
surface.18.asphere.D	0
surface.18.asphere.E	0
surface.18.asphere.F	0
surface.18.asphere.G	0
surface.18.asphere.H	0
surface.18.asphere.J	0
wavelength.1.wavelength_nm	656.273
wavelength.1.weight	1
wavelength.2.wavelength_nm	587.562
wavelength.2.weight	1
wavelength.3.wavelength_nm	486.133
wavelength.3.weight	1
field.1.definition_type	ANG
field.1.x	0
field.1.y	0
field.1.vuy	0
field.1.vly	0
field.1.vux	0
field.1.vlx	0
field.2.definition_type	ANG
field.2.x	0
field.2.y	45.5
field.2.vuy	0
field.2.vly	0
field.2.vux	0
field.2.vlx	0
field.3.definition_type	ANG
field.3.x	0
field.3.y	32.1685
field.3.vuy	0
field.3.vly	0
field.3.vux	0
field.3.vlx	0
